filename,steering,point_type,curr_steering
/content/dataset/2024-06-22_00-00-46-435658__sa_-0.1135492048.png,-0.1135492048,99,-0.0607264931
/content/dataset/2024-06-22_00-00-46-439648__sa_-0.1194860296.png,-0.1194860296,99,-0.0651561761
/content/dataset/2024-06-22_00-00-46-460616__sa_-0.1254308329.png,-0.1254308329,99,-0.0696702698
/content/dataset/2024-06-22_00-00-46-692521__sa_-0.0029308329.png,-0.0029308329,99,-0.0388266293
/content/dataset/2024-06-22_00-00-46-712133__sa_-0.0079715314.png,-0.0079715314,99,-0.0361876799
/content/dataset/2024-06-22_00-00-46-733672__sa_-0.0130535097.png,-0.0130535097,99,-0.0342794437
/content/dataset/2024-06-22_00-00-46-753705__sa_-0.0181778493.png,-0.0181778493,99,-0.0330197908
/content/dataset/2024-06-22_00-00-46-778279__sa_-0.0233535500.png,-0.02335355,99,-0.0323422098
/content/dataset/2024-06-22_00-00-46-799125__sa_-0.0285691080.png,-0.028569108,99,-0.0321878857
/content/dataset/2024-06-22_00-00-46-819109__sa_-0.0338252420.png,-0.033825242,99,-0.0324952587
/content/dataset/2024-06-22_00-00-46-839736__sa_-0.0391215444.png,-0.0391215444,99,-0.0332213351
/content/dataset/2024-06-22_00-00-46-860013__sa_-0.0444590650.png,-0.044459065,99,-0.034245549
/content/dataset/2024-06-22_00-00-46-879376__sa_-0.0498370924.png,-0.0498370924,99,-0.0355806177
/content/dataset/2024-06-22_00-00-46-899893__sa_-0.0552537236.png,-0.0552537236,99,-0.0371678071
/content/dataset/2024-06-22_00-00-46-954186__sa_-0.0607115502.png,-0.0607115502,99,-0.0390087398
/content/dataset/2024-06-22_00-00-46-979967__sa_-0.0662918696.png,-0.0662918696,99,-0.0410974978
/content/dataset/2024-06-22_00-00-46-984721__sa_-0.0719099050.png,-0.071909905,99,-0.0434185473
/content/dataset/2024-06-22_00-00-47-002739__sa_-0.0775362782.png,-0.0775362782,99,-0.0459572019
/content/dataset/2024-06-22_00-00-47-008137__sa_-0.0831995115.png,-0.0831995115,99,-0.0486948724
/content/dataset/2024-06-22_00-00-47-028348__sa_-0.0888727207.png,-0.0888727207,99,-0.0516138897
/content/dataset/2024-06-22_00-00-47-047697__sa_-0.0945863500.png,-0.09458635,99,-0.054702672
/content/dataset/2024-06-22_00-00-47-052157__sa_-0.1003386083.png,-0.1003386083,99,-0.0579524109
/content/dataset/2024-06-22_00-00-47-071494__sa_-0.1060998654.png,-0.1060998654,99,-0.061373939
/content/dataset/2024-06-22_00-00-47-076496__sa_-0.1118998117.png,-0.1118998117,99,-0.0649531324
/content/dataset/2024-06-22_00-00-47-095631__sa_-0.1177097363.png,-0.1177097363,99,-0.0686548975
/content/dataset/2024-06-22_00-00-47-099622__sa_-0.1235579314.png,-0.1235579314,99,-0.0725095308
/content/dataset/2024-06-22_00-00-47-119451__sa_-0.1294141059.png,-0.1294141059,99,-0.0766251479
/content/dataset/2024-06-22_00-00-47-124399__sa_-0.1353109465.png,-0.1353109465,99,-0.0808554471
/content/dataset/2024-06-22_00-00-47-144416__sa_-0.1412166152.png,-0.1412166152,99,-0.0851840039
/content/dataset/2024-06-22_00-00-47-164429__sa_-0.1471624441.png,-0.1471624441,99,-0.0896185229
/content/dataset/2024-06-22_00-00-47-184439__sa_-0.1531482358.png,-0.1531482358,99,-0.0941386404
/content/dataset/2024-06-22_00-00-47-204651__sa_-0.1591760459.png,-0.1591760459,99,-0.0987347574
/content/dataset/2024-06-22_00-00-47-264818__sa_-0.1652422791.png,-0.1652422791,99,-0.1034024773
/content/dataset/2024-06-22_00-00-47-285453__sa_-0.1714308462.png,-0.1714308462,99,-0.1081476756
/content/dataset/2024-06-22_00-00-47-289445__sa_-0.1776586838.png,-0.1776586838,99,-0.112968662
/content/dataset/2024-06-22_00-00-47-312151__sa_-0.1838979464.png,-0.1838979464,99,-0.1178697221
/content/dataset/2024-06-22_00-00-47-332266__sa_-0.1901791902.png,-0.1901791902,99,-0.1228495868
/content/dataset/2024-06-22_00-00-47-353623__sa_-0.1965034046.png,-0.1965034046,99,-0.1279055388
/content/dataset/2024-06-22_00-00-47-358610__sa_-0.2028675842.png,-0.2028675842,99,-0.1330342261
/content/dataset/2024-06-22_00-00-47-378629__sa_-0.2092417383.png,-0.2092417383,99,-0.1382296396
/content/dataset/2024-06-22_00-00-47-398840__sa_-0.2156559315.png,-0.2156559315,99,-0.143489604
/content/dataset/2024-06-22_00-00-47-420186__sa_-0.2221135373.png,-0.2221135373,99,-0.1488125797
/content/dataset/2024-06-22_00-00-47-440720__sa_-0.2286118960.png,-0.228611896,99,-0.1541970361
/content/dataset/2024-06-22_00-00-47-461445__sa_-0.2351527514.png,-0.2351527514,99,-0.1596418797
/content/dataset/2024-06-22_00-00-47-901824__sa_-0.0032048828.png,-0.0032048828,99,-0.0306415073
/content/dataset/2024-06-22_00-00-47-921278__sa_-0.0082188069.png,-0.0082188069,99,-0.0289514757
/content/dataset/2024-06-22_00-00-47-927309__sa_-0.0132707841.png,-0.0132707841,99,-0.0277719338
/content/dataset/2024-06-22_00-00-47-951385__sa_-0.0183469474.png,-0.0183469474,99,-0.0270481925
/content/dataset/2024-06-22_00-00-47-959076__sa_-0.0234598538.png,-0.0234598538,99,-0.0267317728
/content/dataset/2024-06-22_00-00-47-978170__sa_-0.0285853469.png,-0.0285853469,99,-0.0267800086
/content/dataset/2024-06-22_00-00-47-982684__sa_-0.0337509448.png,-0.0337509448,99,-0.0271724506
/content/dataset/2024-06-22_00-00-48-003630__sa_-0.0389282638.png,-0.0389282638,99,-0.0279047529
/content/dataset/2024-06-22_00-00-48-009619__sa_-0.0441448619.png,-0.0441448619,99,-0.0289553361
/content/dataset/2024-06-22_00-00-48-028790__sa_-0.0493745057.png,-0.0493745057,99,-0.0303026727
/content/dataset/2024-06-22_00-00-48-033446__sa_-0.0546424400.png,-0.05464244,99,-0.0319299145
/content/dataset/2024-06-22_00-00-48-053680__sa_-0.0599207303.png,-0.0599207303,99,-0.033818974
/content/dataset/2024-06-22_00-00-48-058666__sa_-0.0652374250.png,-0.065237425,99,-0.0359558388
/content/dataset/2024-06-22_00-00-48-077622__sa_-0.0705640895.png,-0.0705640895,99,-0.0383245344
/content/dataset/2024-06-22_00-00-48-083112__sa_-0.0759306576.png,-0.0759306576,99,-0.0409128816
/content/dataset/2024-06-22_00-00-48-102418__sa_-0.0813082129.png,-0.0813082129,99,-0.043706364
/content/dataset/2024-06-22_00-00-48-107676__sa_-0.0867229296.png,-0.0867229296,99,-0.0467061045
/content/dataset/2024-06-22_00-00-48-127680__sa_-0.0921475541.png,-0.0921475541,99,-0.0498979449
/content/dataset/2024-06-22_00-00-48-131701__sa_-0.0976123072.png,-0.0976123072,99,-0.0532761555
/content/dataset/2024-06-22_00-00-48-187681__sa_-0.1030858900.png,-0.10308589,99,-0.0568020497
/content/dataset/2024-06-22_00-00-48-192929__sa_-0.1086705853.png,-0.1086705853,99,-0.0605053566
/content/dataset/2024-06-22_00-00-48-211398__sa_-0.1142657859.png,-0.1142657859,99,-0.064438423
/content/dataset/2024-06-22_00-00-48-216429__sa_-0.1198979971.png,-0.1198979971,99,-0.0684841985
/content/dataset/2024-06-22_00-00-48-237591__sa_-0.1255421807.png,-0.1255421807,99,-0.0726463981
/content/dataset/2024-06-22_00-00-48-257364__sa_-0.1312266957.png,-0.1312266957,99,-0.0769063831
/content/dataset/2024-06-22_00-00-48-261891__sa_-0.1369507567.png,-0.1369507567,99,-0.081253116
/content/dataset/2024-06-22_00-00-48-283002__sa_-0.1426858908.png,-0.1426858908,99,-0.0856773067
/content/dataset/2024-06-22_00-00-48-304314__sa_-0.1484632165.png,-0.1484632165,99,-0.0901751172
/content/dataset/2024-06-22_00-00-48-309301__sa_-0.1542811772.png,-0.1542811772,99,-0.0947431123
/content/dataset/2024-06-22_00-00-48-329001__sa_-0.1601091162.png,-0.1601091162,99,-0.0993751447
/content/dataset/2024-06-22_00-00-48-333690__sa_-0.1659774706.png,-0.1659774706,99,-0.1040686744
/content/dataset/2024-06-22_00-00-48-353906__sa_-0.1718562371.png,-0.1718562371,99,-0.1088184204
/content/dataset/2024-06-22_00-00-48-357896__sa_-0.1777733809.png,-0.1777733809,99,-0.1136225169
/content/dataset/2024-06-22_00-00-48-377588__sa_-0.1836985041.png,-0.1836985041,99,-0.1184856925
/content/dataset/2024-06-22_00-00-48-397802__sa_-0.1896630136.png,-0.1896630136,99,-0.123410281
/content/dataset/2024-06-22_00-00-48-417911__sa_-0.1956679503.png,-0.1956679503,99,-0.1283950693
/content/dataset/2024-06-22_00-00-48-437603__sa_-0.2017131049.png,-0.2017131049,99,-0.1334355528
/content/dataset/2024-06-22_00-00-48-442101__sa_-0.2077976448.png,-0.2077976448,99,-0.1385239429
/content/dataset/2024-06-22_00-00-48-525172__sa_-0.2138934628.png,-0.2138934628,99,-0.1436549967
/content/dataset/2024-06-22_00-00-48-890272__sa_-0.0043697825.png,-0.0043697825,99,-0.0406691813
/content/dataset/2024-06-22_00-00-48-911344__sa_-0.0093798318.png,-0.0093798318,99,-0.0383388694
/content/dataset/2024-06-22_00-00-48-930108__sa_-0.0144280329.png,-0.0144280329,99,-0.0366443067
/content/dataset/2024-06-22_00-00-48-952029__sa_-0.0195190168.png,-0.0195190168,99,-0.0355816092
/content/dataset/2024-06-22_00-00-48-978639__sa_-0.0246653533.png,-0.0246653533,99,-0.0347962228
/content/dataset/2024-06-22_00-00-48-983421__sa_-0.0298501945.png,-0.0298501945,99,-0.0344622568
/content/dataset/2024-06-22_00-00-49-002545__sa_-0.0350445457.png,-0.0350445457,99,-0.0345067528
/content/dataset/2024-06-22_00-00-49-007846__sa_-0.0402777615.png,-0.0402777615,99,-0.0349011393
/content/dataset/2024-06-22_00-00-49-027832__sa_-0.0455209523.png,-0.0455209523,99,-0.0356188289
/content/dataset/2024-06-22_00-00-49-032374__sa_-0.0508041120.png,-0.050804112,99,-0.0366462231
/content/dataset/2024-06-22_00-00-49-053394__sa_-0.0560983611.png,-0.0560983611,99,-0.0379603795
/content/dataset/2024-06-22_00-00-49-057387__sa_-0.0614326544.png,-0.0614326544,99,-0.0395445632
/content/dataset/2024-06-22_00-00-49-118041__sa_-0.0667789140.png,-0.066778914,99,-0.041381559
/content/dataset/2024-06-22_00-00-49-509678__sa_-0.0042789140.png,-0.004278914,99,-0.0054949469
/content/dataset/2024-06-22_00-00-49-529794__sa_-0.0093199778.png,-0.0093199778,99,-0.0058173663
/content/dataset/2024-06-22_00-00-49-548739__sa_-0.0143992782.png,-0.0143992782,99,-0.0065357286
/content/dataset/2024-06-22_00-00-49-573936__sa_-0.0195315867.png,-0.0195315867,99,-0.0076088483
/content/dataset/2024-06-22_00-00-49-577925__sa_-0.0247001472.png,-0.0247001472,99,-0.0090032201
/content/dataset/2024-06-22_00-00-49-596935__sa_-0.0298766880.png,-0.029876688,99,-0.0106883858
/content/dataset/2024-06-22_00-00-49-602462__sa_-0.0350932460.png,-0.035093246,99,-0.0126409463
/content/dataset/2024-06-22_00-00-49-621632__sa_-0.0403188644.png,-0.0403188644,99,-0.0148370553
/content/dataset/2024-06-22_00-00-49-626792__sa_-0.0455831652.png,-0.0455831652,99,-0.0172580728
/content/dataset/2024-06-22_00-00-49-646583__sa_-0.0508574376.png,-0.0508574376,99,-0.0198843272
/content/dataset/2024-06-22_00-00-49-668080__sa_-0.0561732893.png,-0.0561732893,99,-0.0227010775
/content/dataset/2024-06-22_00-00-49-689584__sa_-0.0615301400.png,-0.06153014,99,-0.0256948233
/content/dataset/2024-06-22_00-00-49-744499__sa_-0.0669299970.png,-0.066929997,99,-0.0288535308
/content/dataset/2024-06-22_00-00-49-748490__sa_-0.0724396863.png,-0.0724396863,99,-0.03217254
/content/dataset/2024-06-22_00-00-49-767539__sa_-0.0779573551.png,-0.0779573551,99,-0.0356377906
/content/dataset/2024-06-22_00-00-49-786852__sa_-0.0835132804.png,-0.0835132804,99,-0.0392511159
/content/dataset/2024-06-22_00-00-49-791316__sa_-0.0891076713.png,-0.0891076713,99,-0.043008821
/content/dataset/2024-06-22_00-00-49-811521__sa_-0.0947110281.png,-0.0947110281,99,-0.046899262
/content/dataset/2024-06-22_00-00-49-830192__sa_-0.1003550716.png,-0.1003550716,99,-0.0508654154
/content/dataset/2024-06-22_00-00-49-850721__sa_-0.1060397592.png,-0.1060397592,99,-0.0549596365
/content/dataset/2024-06-22_00-00-49-854952__sa_-0.1117623697.png,-0.1117623697,99,-0.0592944415
/content/dataset/2024-06-22_00-00-49-874654__sa_-0.1174929629.png,-0.1174929629,99,-0.0637038633
/content/dataset/2024-06-22_00-00-49-894178__sa_-0.1232629605.png,-0.1232629605,99,-0.068185346
/content/dataset/2024-06-22_00-00-49-899163__sa_-0.1290739961.png,-0.1290739961,99,-0.0727361598
/content/dataset/2024-06-22_00-00-50-223149__sa_0.0009260039.png,0.0009260039,99,-0.018144962
/content/dataset/2024-06-22_00-00-50-229131__sa_-0.0041125317.png,-0.0041125317,99,-0.017186239
/content/dataset/2024-06-22_00-00-50-248150__sa_-0.0091610403.png,-0.0091610403,99,-0.0166965978
/content/dataset/2024-06-22_00-00-50-273881__sa_-0.0142609845.png,-0.0142609845,99,-0.0166354702
/content/dataset/2024-06-22_00-00-50-279864__sa_-0.0194029851.png,-0.0194029851,99,-0.0169625446
/content/dataset/2024-06-22_00-00-50-303963__sa_-0.0245539790.png,-0.024553979,99,-0.0176411435
/content/dataset/2024-06-22_00-00-50-344722__sa_-0.0297541457.png,-0.0297541457,99,-0.0186438396
/content/dataset/2024-06-22_00-00-50-349709__sa_-0.0350358305.png,-0.0350358305,99,-0.0199497814
/content/dataset/2024-06-22_00-00-50-369594__sa_-0.0403284970.png,-0.040328497,99,-0.021533972
/content/dataset/2024-06-22_00-00-50-375090__sa_-0.0456609350.png,-0.045660935,99,-0.0233772352
/content/dataset/2024-06-22_00-00-50-395368__sa_-0.0510033617.png,-0.0510033617,99,-0.0254597374
/content/dataset/2024-06-22_00-00-50-400357__sa_-0.0563863397.png,-0.0563863397,99,-0.0277667735
/content/dataset/2024-06-22_00-00-50-420348__sa_-0.0617803073.png,-0.0617803073,99,-0.0302823299
/content/dataset/2024-06-22_00-00-50-442389__sa_-0.0672152892.png,-0.0672152892,99,-0.0329949031
/content/dataset/2024-06-22_00-00-50-462762__sa_-0.0726931811.png,-0.0726931811,99,-0.0358941057
/content/dataset/2024-06-22_00-00-50-484164__sa_-0.0782110210.png,-0.078211021,99,-0.0389700783
/content/dataset/2024-06-22_00-00-50-504844__sa_-0.0837715893.png,-0.0837715893,99,-0.0422139497
/content/dataset/2024-06-22_00-00-50-525153__sa_-0.0893735166.png,-0.0893735166,99,-0.0456381464
/content/dataset/2024-06-22_00-00-50-546539__sa_-0.0950180588.png,-0.0950180588,99,-0.0492371119
/content/dataset/2024-06-22_00-00-50-567488__sa_-0.1007033754.png,-0.1007033754,99,-0.0529996225
/content/dataset/2024-06-22_00-00-50-587106__sa_-0.1064305978.png,-0.1064305978,99,-0.0568714133
/content/dataset/2024-06-22_00-00-50-607921__sa_-0.1121990371.png,-0.1121990371,99,-0.0608989159
/content/dataset/2024-06-22_00-00-50-666872__sa_-0.1180102067.png,-0.1180102067,99,-0.0651563626
/content/dataset/2024-06-22_00-00-50-671428__sa_-0.1239361940.png,-0.123936194,99,-0.0695049907
/content/dataset/2024-06-22_00-00-50-692091__sa_-0.1298712955.png,-0.1298712955,99,-0.0739450192
/content/dataset/2024-06-22_00-00-50-696232__sa_-0.1358480077.png,-0.1358480077,99,-0.0784902403
/content/dataset/2024-06-22_00-00-50-716880__sa_-0.1418346429.png,-0.1418346429,99,-0.0831186345
/content/dataset/2024-06-22_00-00-50-736471__sa_-0.1478606434.png,-0.1478606434,99,-0.087819842
/content/dataset/2024-06-22_00-00-51-123342__sa_-0.0028606434.png,-0.0028606434,99,-0.0203417364
/content/dataset/2024-06-22_00-00-51-144502__sa_-0.0079008417.png,-0.0079008417,99,-0.0194640661
/content/dataset/2024-06-22_00-00-51-170455__sa_-0.0129935575.png,-0.0129935575,99,-0.0190436331
/content/dataset/2024-06-22_00-00-51-175336__sa_-0.0181261893.png,-0.0181261893,99,-0.0190358482
/content/dataset/2024-06-22_00-00-51-196918__sa_-0.0232703743.png,-0.0232703743,99,-0.0194022293
/content/dataset/2024-06-22_00-00-51-218872__sa_-0.0284576550.png,-0.028457655,99,-0.0201137505
/content/dataset/2024-06-22_00-00-51-240305__sa_-0.0336899600.png,-0.03368996,99,-0.0211457346
/content/dataset/2024-06-22_00-00-51-301712__sa_-0.0389631067.png,-0.0389631067,99,-0.0224761914
/content/dataset/2024-06-22_00-00-51-322693__sa_-0.0443610378.png,-0.0443610378,99,-0.0240933846
/content/dataset/2024-06-22_00-00-51-342900__sa_-0.0497979432.png,-0.0497979432,99,-0.0259783579
/content/dataset/2024-06-22_00-00-51-363897__sa_-0.0552772589.png,-0.0552772589,99,-0.0281146147
/content/dataset/2024-06-22_00-00-51-385892__sa_-0.0607985697.png,-0.0607985697,99,-0.0304872556
/content/dataset/2024-06-22_00-00-51-406435__sa_-0.0663618670.png,-0.066361867,99,-0.0330827261
/content/dataset/2024-06-22_00-00-51-426657__sa_-0.0719682475.png,-0.0719682475,99,-0.0358886853
/content/dataset/2024-06-22_00-00-51-447217__sa_-0.0776150689.png,-0.0776150689,99,-0.0388934466
/content/dataset/2024-06-22_00-00-51-469201__sa_-0.0833010168.png,-0.0833010168,99,-0.0420945952
/content/dataset/2024-06-22_00-00-51-488294__sa_-0.0890289383.png,-0.0890289383,99,-0.0455007055
/content/dataset/2024-06-22_00-00-51-509665__sa_-0.0947990370.png,-0.094799037,99,-0.049097039
/content/dataset/2024-06-22_00-00-51-529972__sa_-0.1006098838.png,-0.1006098838,99,-0.0528700151
/content/dataset/2024-06-22_00-00-51-550339__sa_-0.1064624811.png,-0.1064624811,99,-0.0567681665
/content/dataset/2024-06-22_00-00-51-607893__sa_-0.1123573537.png,-0.1123573537,99,-0.0608278336
/content/dataset/2024-06-22_00-00-51-612471__sa_-0.1183646565.png,-0.1183646565,99,-0.0651162923
/content/dataset/2024-06-22_00-00-51-633253__sa_-0.1243818670.png,-0.124381867,99,-0.0695042488
/content/dataset/2024-06-22_00-00-51-653543__sa_-0.1304398742.png,-0.1304398742,99,-0.0739921343
/content/dataset/2024-06-22_00-00-51-674560__sa_-0.1365404725.png,-0.1365404725,99,-0.0785918677
/content/dataset/2024-06-22_00-00-51-694604__sa_-0.1426811123.png,-0.1426811123,99,-0.0832834154
/content/dataset/2024-06-22_00-00-51-714979__sa_-0.1488626075.png,-0.1488626075,99,-0.0880555242
/content/dataset/2024-06-22_00-00-51-735955__sa_-0.1550860105.png,-0.1550860105,99,-0.0929021608
/content/dataset/2024-06-22_00-00-52-393310__sa_-0.0098317100.png,-0.00983171,99,-0.0035398979
/content/dataset/2024-06-22_00-00-52-397889__sa_-0.0148704239.png,-0.0148704239,99,-0.0044897939
/content/dataset/2024-06-22_00-00-52-424446__sa_-0.0199321600.png,-0.01993216,99,-0.0057771937
/content/dataset/2024-06-22_00-00-52-429456__sa_-0.0250359388.png,-0.0250359388,99,-0.0073709771
/content/dataset/2024-06-22_00-00-52-450005__sa_-0.0301488749.png,-0.0301488749,99,-0.0092411978
/content/dataset/2024-06-22_00-00-52-470217__sa_-0.0353028618.png,-0.0353028618,99,-0.0113643885
/content/dataset/2024-06-22_00-00-52-490709__sa_-0.0404952341.png,-0.0404952341,99,-0.0137190899
/content/dataset/2024-06-22_00-00-52-554696__sa_-0.0457305795.png,-0.0457305795,99,-0.0162863325
/content/dataset/2024-06-22_00-00-52-558684__sa_-0.0510928837.png,-0.0510928837,99,-0.019056799
/content/dataset/2024-06-22_00-00-52-579691__sa_-0.0564631673.png,-0.0564631673,99,-0.0220106294
/content/dataset/2024-06-22_00-00-52-601541__sa_-0.0618810369.png,-0.0618810369,99,-0.0251342393
/content/dataset/2024-06-22_00-00-52-606666__sa_-0.0673373071.png,-0.0673373071,99,-0.0284146925
/content/dataset/2024-06-22_00-00-52-629095__sa_-0.0728055435.png,-0.0728055435,99,-0.0318514893
/content/dataset/2024-06-22_00-00-52-648377__sa_-0.0783146592.png,-0.0783146592,99,-0.0354356639
/content/dataset/2024-06-22_00-00-52-669336__sa_-0.0838662587.png,-0.0838662587,99,-0.039156805
/content/dataset/2024-06-22_00-00-52-673875__sa_-0.0894577762.png,-0.0894577762,99,-0.0430056763
/content/dataset/2024-06-22_00-00-52-693358__sa_-0.0950583764.png,-0.0950583764,99,-0.0469250725
/content/dataset/2024-06-22_00-00-52-713882__sa_-0.1006990543.png,-0.1006990543,99,-0.0509648653
/content/dataset/2024-06-22_00-00-52-733912__sa_-0.1063797313.png,-0.1063797313,99,-0.0551131686
/content/dataset/2024-06-22_00-00-52-754656__sa_-0.1121024686.png,-0.1121024686,99,-0.0594706409
/content/dataset/2024-06-22_00-00-52-759641__sa_-0.1178646952.png,-0.1178646952,99,-0.0639084552
/content/dataset/2024-06-22_00-00-52-779648__sa_-0.1236378976.png,-0.1236378976,99,-0.0684153586
/content/dataset/2024-06-22_00-00-52-801283__sa_-0.1294511162.png,-0.1294511162,99,-0.0729869003
/content/dataset/2024-06-22_00-00-52-855781__sa_-0.1353070837.png,-0.1353070837,99,-0.0776203387
/content/dataset/2024-06-22_00-00-52-875623__sa_-0.1412714811.png,-0.1412714811,99,-0.0823343152
/content/dataset/2024-06-22_00-00-52-895296__sa_-0.1472757045.png,-0.1472757045,99,-0.0871095462
/content/dataset/2024-06-22_00-00-52-919842__sa_-0.1533310577.png,-0.1533310577,99,-0.0919380939
/content/dataset/2024-06-22_00-00-53-934337__sa_0.0000000000.png,0.0,0,7.00402e-05
/content/dataset/2024-06-22_00-00-54-947715__sa_0.0000000000.png,0.0,0,1.26e-08
/content/dataset/2024-06-22_00-00-55-322778__sa_0.0000000000.png,0.0,99,9.7e-09
/content/dataset/2024-06-22_00-00-55-349716__sa_0.0050244069.png,0.0050244069,99,0.0004663115
/content/dataset/2024-06-22_00-00-55-354758__sa_0.0100899472.png,0.0100899472,99,0.0013273042
/content/dataset/2024-06-22_00-00-55-376261__sa_0.0151654592.png,0.0151654592,99,0.002532634
/content/dataset/2024-06-22_00-00-55-395710__sa_0.0202820463.png,0.0202820463,99,0.0040475854
/content/dataset/2024-06-22_00-00-55-415420__sa_0.0254387321.png,0.0254387321,99,0.005844008
/content/dataset/2024-06-22_00-00-55-435397__sa_0.0306355691.png,0.0306355691,99,0.0078979241
/content/dataset/2024-06-22_00-00-55-440384__sa_0.0358704915.png,0.0358704915,99,0.0101880517
/content/dataset/2024-06-22_00-00-55-460123__sa_0.0411154561.png,0.0411154561,99,0.0126927691
/content/dataset/2024-06-22_00-00-55-830642__sa_0.0011154561.png,0.0011154561,99,0.0010896849
/content/dataset/2024-06-22_00-00-55-850637__sa_0.0061539602.png,0.0061539602,99,0.0015573449
/content/dataset/2024-06-22_00-00-55-870623__sa_0.0112317805.png,0.0112317805,99,0.0024105345
/content/dataset/2024-06-22_00-00-55-891323__sa_0.0163497539.png,0.0163497539,99,0.0036072744
/content/dataset/2024-06-22_00-00-55-941931__sa_0.0215092993.png,0.0215092993,99,0.0051151164
/content/dataset/2024-06-22_00-00-55-947504__sa_0.0267705264.png,0.0267705264,99,0.0069127081
/content/dataset/2024-06-22_00-00-55-966572__sa_0.0320418010.png,0.032041801,99,0.0089728653
/content/dataset/2024-06-22_00-00-55-985931__sa_0.0373512163.png,0.0373512163,99,0.0112743553
/content/dataset/2024-06-22_00-00-56-006045__sa_0.0427013097.png,0.0427013097,99,0.0137983008
/content/dataset/2024-06-22_00-00-56-026074__sa_0.0480896759.png,0.0480896759,99,0.0165274203
/content/dataset/2024-06-22_00-00-56-340479__sa_0.0005896759.png,0.0005896759,99,0.0033071864
/content/dataset/2024-06-22_00-00-56-360469__sa_0.0056310735.png,0.0056310735,99,0.0035774643
/content/dataset/2024-06-22_00-00-56-387060__sa_0.0107252870.png,0.010725287,99,0.0042489285
/content/dataset/2024-06-22_00-00-56-391590__sa_0.0158589091.png,0.0158589091,99,0.0052773034
/content/dataset/2024-06-22_00-00-56-413059__sa_0.0210023727.png,0.0210023727,99,0.0066254552
/content/dataset/2024-06-22_00-00-56-433452__sa_0.0261879964.png,0.0261879964,99,0.0082656257
/content/dataset/2024-06-22_00-00-56-454039__sa_0.0314164019.png,0.0314164019,99,0.0101738429
/content/dataset/2024-06-22_00-00-56-474161__sa_0.0366840529.png,0.0366840529,99,0.0123285458
/content/dataset/2024-06-22_00-00-57-328512__sa_0.0116840529.png,0.0116840529,99,0.0036343078
/content/dataset/2024-06-22_00-00-57-335984__sa_0.0167222080.png,0.016722208,99,0.0047588745
/content/dataset/2024-06-22_00-00-57-354181__sa_0.0217753091.png,0.0217753091,99,0.0061947622
/content/dataset/2024-06-22_00-00-57-360169__sa_0.0268648710.png,0.026864871,99,0.007913593
/content/dataset/2024-06-22_00-00-57-378757__sa_0.0319654350.png,0.031965435,99,0.0098887229
/content/dataset/2024-06-22_00-00-57-403682__sa_0.0371162295.png,0.0371162295,99,0.012100395
/content/dataset/2024-06-22_00-00-57-409153__sa_0.0423047152.png,0.0423047152,99,0.0145295729
/content/dataset/2024-06-22_00-00-57-463674__sa_0.0475051751.png,0.0475051751,99,0.0171567122
/content/dataset/2024-06-22_00-00-57-482643__sa_0.0528133626.png,0.0528133626,99,0.0199732539
/content/dataset/2024-06-22_00-00-57-502842__sa_0.0581617813.png,0.0581617813,99,0.0229647795
/content/dataset/2024-06-22_00-00-57-507833__sa_0.0635485959.png,0.0635485959,99,0.0261184064
/content/dataset/2024-06-22_00-00-57-528877__sa_0.0689453201.png,0.0689453201,99,0.0294200816
/content/dataset/2024-06-22_00-00-58-542318__sa_0.0000000000.png,0.0,0,-0.0015391624
/content/dataset/2024-06-22_00-00-59-021324__sa_0.0000000000.png,0.0,99,-2.70162e-05
/content/dataset/2024-06-22_00-00-59-027590__sa_-0.0050376754.png,-0.0050376754,99,-0.0004920273
/content/dataset/2024-06-22_00-00-59-046417__sa_-0.0100873866.png,-0.0100873866,99,-0.0013503535
/content/dataset/2024-06-22_00-00-59-051373__sa_-0.0151746893.png,-0.0151746893,99,-0.0025544716
/content/dataset/2024-06-22_00-00-59-077702__sa_-0.0202854781.png,-0.0202854781,99,-0.0040677789
/content/dataset/2024-06-22_00-00-59-082297__sa_-0.0254354625.png,-0.0254354625,99,-0.0058621352
/content/dataset/2024-06-22_00-00-59-104131__sa_-0.0305950608.png,-0.0305950608,99,-0.0079107914
/content/dataset/2024-06-22_00-00-59-109118__sa_-0.0357977996.png,-0.0357977996,99,-0.0101934321
/content/dataset/2024-06-22_00-00-59-131842__sa_-0.0410115299.png,-0.0410115299,99,-0.0126887833
/content/dataset/2024-06-22_00-00-59-152746__sa_-0.0462703533.png,-0.0462703533,99,-0.0153810069
/content/dataset/2024-06-22_00-00-59-156734__sa_-0.0515703139.png,-0.0515703139,99,-0.0182553548
/content/dataset/2024-06-22_00-00-59-718838__sa_-0.0040703139.png,-0.0040703139,99,-0.0027401107
/content/dataset/2024-06-22_00-00-59-738948__sa_-0.0091118054.png,-0.0091118054,99,-0.0033019289
/content/dataset/2024-06-22_00-00-59-743796__sa_-0.0141902342.png,-0.0141902342,99,-0.0042441309
/content/dataset/2024-06-22_00-00-59-763797__sa_-0.0192804818.png,-0.0192804818,99,-0.0055219999
/content/dataset/2024-06-22_00-00-59-767786__sa_-0.0244106693.png,-0.0244106693,99,-0.007103264
/content/dataset/2024-06-22_00-00-59-787066__sa_-0.0295488324.png,-0.0295488324,99,-0.0089581111
